Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weighted_Moving_Average,Lag_52_weeks,Normal_Baseline_Last_Year,Seasonal_Multiplier,Multiplier_Forecast,Forecast_Error,Absolute_Error
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1402647.153,,,1.0,1402647.153,50682.34700000007,50682.34700000007
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1414348.4109999998,,,1.0,1414348.4109999998,93891.51900000009,93891.51900000009
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1465553.9444999998,,,1.0,1465553.9444999998,-6144.844499999657,6144.844499999657
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1475587.9505,,,1.0,1475587.9505,-130133.95050000004,130133.95050000004
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1409756.1745,,,1.0,1409756.1745,-25546.954499999993,25546.954499999993
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1381924.875,,,1.0,1381924.875,169734.40500000003,169734.40500000003
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1462120.967,,,1.0,1462120.967,32358.523000000045,32358.523000000045
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1497951.8760000002,,,1.0,1497951.8760000002,-14167.69600000023,14167.69600000023
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,1497708.8035,,,1.0,1497708.8035,457915.3065000002,457915.3065000002
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1721308.4415,,,1.0,1721308.4415,-173274.66149999993,173274.66149999993
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1681052.9555000002,,,1.0,1681052.9555000002,1561.3044999998529,1561.3044999998529
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,1676462.5695,,,1.0,1676462.5695,214572.36049999995,214572.36049999995
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,1766637.523,,,1.0,1766637.523,621312.6770000001,621312.6770000001
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,2108229.4645,,,1.0,2108229.4645,-740909.4544999998,740909.4544999998
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1803097.8144999999,,,1.0,1803097.8144999999,-358365.53449999983,358365.53449999983
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1559120.6735,,,1.0,1559120.6735,-168106.71350000007,168106.71350000007
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1406261.2795,,,1.0,1406261.2795,-78855.85950000002,78855.85950000002
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1367267.4379999998,,,1.0,1367267.4379999998,-50368.12799999979,50368.12799999979
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1331693.646,1643690.9,1643690.9,1.0,1331693.646,274935.9340000001,274935.9340000001
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1463340.3615,1641957.44,1642824.17,0.9994724146285235,1462568.3245317817,187046.60546821821,187046.60546821821
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1584662.7145,1611968.17,1632538.8366666667,0.9873995851096148,1564695.306835976,122147.47316402406,122147.47316402406
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1661781.0525,1409727.59,1576836.025,0.8940229469960266,1485670.3938182087,-28870.113818208687,28870.113818208687
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1566237.3525,1554806.68,1554614.9699999997,1.000123316707802,1566430.495733947,69832.91426605289,69832.91426605289
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1581038.22,1439541.59,1504011.0075,0.9571350095321692,1513267.0317704238,39924.598229576135,39924.598229576135
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1567808.0505,1472515.79,1469147.9125,1.0022924019231454,1571402.096690089,5415.96330991108,5415.96330991108
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1577465.612,1404429.92,1467823.495,0.9568111729946112,1509336.722576382,31765.657423617784,31765.657423617784
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1555416.2555,1594968.28,1477863.895,1.079238951162008,1678665.8082061578,-183601.05820615776,183601.05820615776
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1523440.917,1545418.53,1504333.13,1.027311370853077,1565048.1768569385,49211.17314306158,49211.17314306158
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1561567.6945,1466058.28,1502718.7525,0.9756039029665333,1523471.537500651,36417.46249934891,36417.46249934891
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1569194.9849999999,1391256.12,1499425.3025,0.9278595723844003,1455992.5877698453,108827.22223015479,108827.22223015479
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1570509.9575,1425100.71,1456958.41,0.9781341047339849,1536169.3512550711,-81078.66125507117,81078.66125507117
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1509215.6285,1603955.12,1471592.5575,1.0899451154637958,1644962.2024651978,-15570.922465197742,15570.922465197742
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1558700.3530000001,1494251.5,1478640.8625,1.0105574233039971,1575156.212430711,29619.36756928917,29619.36756928917
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1590938.3415,1399662.07,1480742.35,0.9452434922253692,1503824.113834697,-75605.84383469704,75605.84383469704
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1520189.28,1432069.95,1482484.6600000001,0.9659930983704073,1468492.3526966786,-2445.6826966786757,2445.6826966786757
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1473616.0665,1615524.71,1485377.0575,1.0876192693584805,1602733.229561648,32345.180438351817,32345.180438351817
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1544888.2799999998,1542561.09,1497454.455,1.0301222082911363,1591423.726556695,-2475.406556695001,2475.406556695001
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1586658.6039999998,1503284.06,1523359.9525,0.98682130742176,1565748.5180312644,-33633.65803126432,33633.65803126432
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1567451.1035000002,1422711.6,1521020.365,0.9353665688756245,1466141.3605611066,-27311.21056110668,27311.21056110668
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1493997.524,1492418.14,1490243.7225,1.0014591019355896,1496177.4186790346,-7639.328679034486,7639.328679034486
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1477676.8265,1546074.18,1491121.9949999999,1.0368529102140969,1532133.517912456,2716.1220875438303,2716.1220875438303
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1504237.6739999999,1448938.92,1477535.71,0.9806456183722287,1475124.083998533,-20004.113998532994,20004.113998532994
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1488038.0724999998,1385065.2,1468124.1099999999,0.9434251440772266,1403852.532940711,-6925.71294071083,6925.71294071083
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1437982.8454999998,1371986.6,1438016.225,0.9540828372781399,1371954.753191933,-19734.963191933,19734.963191933
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1383302.2774999999,1605491.78,1452870.625,1.1050480010909436,1528615.4166559246,95768.33334407536,95768.33334407536
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1495007.8245,1508237.76,1467695.335,1.0276231885686276,1536304.7075477373,-11157.617547737202,11157.617547737202
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1533940.826,1513080.49,1499699.1575,1.0089226778804803,1547627.6858781157,-16866.25587811577,16866.25587811577
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1542839.759,1449142.92,1518988.2374999998,0.9540185264272003,1471897.713394477,-7204.253394477069,7204.253394477069
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1496885.294,1540163.53,1502656.175,1.0249607033358779,1534248.6037513723,15980.616248627659,15980.616248627659
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1517371.5354999998,1507460.69,1502461.9074999997,1.0033270610556229,1522419.9232426726,18051.31675732741,18051.31675732741
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1532519.866,1430378.67,1481786.4525000001,0.9653068885781299,1479351.9835326325,34907.79646736756,34907.79646736756
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1528829.207,1351791.03,1457448.48,0.9275051904407626,1417997.024789935,-37976.75478993496,37976.75478993496
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1451071.744,1453329.5,1435739.9725,1.0122511929993647,1468849.1039916687,-74287.2739916686,74287.2739916686
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1407426.9764999999,1508239.93,1435934.7824999997,1.0503540609094482,1478296.6402002813,152693.30979971867,152693.30979971867
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1510594.656,1459409.1,1443192.39,1.0112366931203123,1527568.7445786556,-34042.81457865564,34042.81457865564
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1526793.722,1345454.0,1441608.1325,0.9333007838036734,1424957.777449128,77605.00255087204,77605.00255087204
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1518663.958,1384209.22,1424328.0625,0.9718331446551837,1475887.969977628,-30638.87997762789,30638.87997762789
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1472550.4075000002,1551659.28,1435182.9,1.0811578649662006,1592059.4546278089,105170.12537219119,105170.12537219119
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1579836.3885,1494479.49,1443950.4975,1.0349935767102016,1635120.5143505426,-40181.62435054267,40181.62435054267
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1608287.1615,1483784.18,1478533.0425,1.0035515861661914,1613999.1319340467,-74515.43193404679,74515.43193404679
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,1582554.8985,1955624.11,1621386.765,1.2061428847299123,1908787.3305202434,124533.32947975653,124533.32947975653
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,1794720.4584999997,1548033.78,1620480.39,0.955293127613843,1714484.119993015,-130400.169993015,130400.169993015
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1734626.761,1682614.26,1667514.0825,1.0090555022344168,1750334.6775101146,49347.70248988527,49347.70248988527
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,1759268.6715,1891034.93,1769326.77,1.068787836177938,1880284.9566681203,891.7133318795823,891.7133318795823
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,1808089.7604999999,2387950.2,1877408.2925,1.2719397317778707,2299781.205000684,-29592.215000683907,29592.215000683907
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2063458.6864999998,1367320.01,1832229.85,0.7462600884927183,1539876.8619885582,-42414.14198855823,42414.14198855823
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1825474.0069999998,1444732.28,1772759.355,0.814962434650359,1487692.7411356664,62677.178864333546,62677.178864333546
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1639825.2604999999,1391013.96,1647754.1125000003,0.8441878247777699,1384320.5196771347,75280.65032286523,75280.65032286523
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1497049.4649999999,1327405.42,1382617.9175,0.9600666989765088,1437267.3380670983,-42873.498067098204,42873.498067098204
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1440612.8175,1316899.31,1370012.7425,0.9612314317580153,1384762.3211744733,-65436.731174473185,65436.731174473185
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1366640.8144999999,1606629.58,1410487.0675,1.139060128248925,1556686.0614345851,79653.58856541477,79653.58856541477
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1489092.8575,1649614.93,1475137.31,1.1182789011010779,1665221.1243225639,137256.30567743606,137256.30567743606
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1671856.4309999999,1686842.78,1564996.65,1.0778571187356856,1802022.3556573864,17847.64434261364,17847.64434261364
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1786253.048,1456800.28,1599971.8924999998,0.9105161702082839,1626412.2842878338,-87024.45428783377,87024.45428783377
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1677020.0295,1636263.41,1607380.35,1.0179690264348447,1707154.4467418494,-18733.686741849408,18733.686741849408
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1655976.6205,1553191.63,1583274.525,0.980999571126176,1624512.3545054742,50918.8054945257,50918.8054945257
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1659571.0204999999,1576818.06,1555768.3450000002,1.0135301088157824,1682025.196994884,-4552.416994883912,4552.416994883912
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1678400.4100000001,1541102.38,1576843.87,0.9773335263687202,1640356.991364006,-129288.92136400589,129288.92136400589
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1593964.182,1495064.75,1541544.205,0.969848769273535,1545904.2001787971,103700.42982120276,103700.42982120276
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,1605297.0565,1614259.35,1556811.135,1.0369012102421789,1664534.4606830573,235142.41931694257,235142.41931694257
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1753860.271,1559889.0,1552578.87,1.004708379162728,1762118.1101543128,-141086.41015431285,141086.41015431285
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1722843.4525,1564819.81,1558508.2275,1.0040497588582669,1729820.553033169,-208242.68303316878,208242.68303316878
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1613101.562,1455090.69,1548514.7125,0.9396686245562552,1515780.9260340868,-46852.55603408674,46852.55603408674
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1510171.1945000002,1629391.28,1552297.695,1.0496641754016132,1585172.6015901119,99347.38840988814,99347.38840988814
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1584621.605,1604775.58,1563519.34,1.0263867794561468,1626434.6658125804,-15338.615812580334,15338.615812580334
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1615469.277,1428218.27,1529368.955,0.9338611623641857,1508624.0167828507,87277.85321714939,87277.85321714939
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1614512.551,1466046.67,1532107.95,0.9568820982881787,1544898.1575134802,10546.392486519879,10546.392486519879
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1577952.3369999998,1635078.41,1533529.7325,1.066218916626059,1682442.6312436976,-57965.051243697526,57965.051243697526
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1596029.6630000002,1588948.32,1529572.9175,1.038818288308246,1657984.802606847,39246.15739315306,39246.15739315306
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1650499.3155,1532114.86,1555547.065,0.9849363574222681,1625636.783736517,4970.216263483046,4970.216263483046
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1653005.9729999998,1438830.15,1548742.935,0.9290309692357046,1535693.7412485988,-7847.931248598732,7847.931248598732
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1589219.9989999998,1488538.09,1512107.855,0.9844126429724817,1564448.2594803146,-24026.76948031457,24026.76948031457
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1549547.8284999998,1534849.64,1498583.185,1.0242004950829606,1587047.6531044263,182806.50689557358,182806.50689557358
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1653251.4729999998,1455119.97,1479334.4625000001,0.9836314957071446,1626190.2191670297,-99176.17916702968,99176.17916702968
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1614019.1994999999,1396926.82,1468858.63,0.9510287725919547,1534978.6982403342,-37023.93824033416,37023.93824033416
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1548910.418,1352219.79,1434779.0550000002,0.9424585515712033,1459783.8690618272,-20660.15906182723,20660.15906182723
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1472898.1269999999,1624383.75,1457162.5825,1.1147580712737661,1641925.0752372625,-10789.285237262491,10789.285237262491
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1543954.4075,1525147.09,1474669.3625,1.0342298611360756,1596803.7524691569,-4393.782469156897,4393.782469156897
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1582971.068,1530761.43,1508128.0150000001,1.0150076218828146,1606727.699239979,-8859.649239978986,8859.649239978986
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1600947.883,1464693.46,1536246.4324999999,0.9534235061600379,1526381.34378935,-32258.96378935012,32258.96378935012
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1545176.503,1550229.22,1517707.8,1.0214279850179329,1578286.521956346,3796.878043653909,3796.878043653909
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1553664.7404999998,1540471.24,1521538.8375,1.0124429308233154,1572996.8833886655,88770.44661133457,88770.44661133457
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1608731.2119999998,1514259.78,1517413.425,0.9979216969165803,1605387.7809617068,-87958.91096170666,87958.91096170666
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1577645.5105,1380020.27,1496245.1275,0.9223223151314824,1455097.6597011497,51028.40029885038,51028.40029885038
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1533428.2340000002,1394561.83,1457328.28,0.9569304659345526,1467384.1944388181,-30324.934438818134,30324.934438818134
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1473288.0815,1630989.95,1479957.9575,1.1020515425689044,1623639.4028654569,47146.56713454309,47146.56713454309
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1564282.635,1493525.93,1474774.4949999999,1.0127147811842243,1584172.146414307,-11099.33641430689,11099.33641430689
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1586870.3835,1502562.78,1505410.1225,0.9981085934939301,1583868.9665323584,-75800.19653235842,75800.19653235842
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1555227.764,1445249.09,1518081.9375,0.952023111730094,1480612.7753323163,13046.9646676837,13046.9646676837
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,,,,1.0,,,
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,,,,1.0,,,
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,,,,1.0,,,
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2131007.514,,,1.0,2131007.514,-265910.24399999995,265910.24399999995
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,1996778.099,,,1.0,1996778.099,-5764.969000000041,5764.969000000041
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,1966958.3405,,,1.0,1966958.3405,23525.439500000095,23525.439500000095
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,1971861.076,,,1.0,1971861.076,-25790.195999999996,25790.195999999996
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,1968356.7325,,,1.0,1968356.7325,-218158.92249999987,218158.92249999987
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,1854796.28,,,1.0,1854796.28,211391.43999999994,211391.43999999994
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,1937573.7255,,,1.0,1937573.7255,17115.48450000002,17115.48450000002
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,1963039.9785,,,1.0,1963039.9785,-88082.03850000002,88082.03850000002
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,1931548.3514999999,,,1.0,1931548.3514999999,-109557.42149999994,109557.42149999994
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,1860434.1255,,,1.0,1860434.1255,-57983.835500000045,57983.835500000045
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,1820165.6615,,,1.0,1820165.6615,222416.04850000003,222416.04850000003
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,1925447.096,,,1.0,1925447.096,-44694.7359999998,44694.7359999998
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,1925647.3220000002,,,1.0,1925647.3220000002,-28710.222000000067,28710.222000000067
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,1913119.1325,,,1.0,1913119.1325,43994.75749999983,43994.75749999983
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,1924597.784,,,1.0,1924597.784,177942.14600000018,177942.14600000018
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2020800.3915,,,1.0,2020800.3915,4738.368500000099,4738.368500000099
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2042225.439,,,1.0,2042225.439,-40588.47900000005,40588.47900000005
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2025138.0355,,,1.0,2025138.0355,-85210.94549999991,85210.94549999991
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,1974367.295,,,1.0,1974367.295,29573.344999999972,29573.344999999972
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,1981190.3454999998,,,1.0,1981190.3454999998,-100287.72549999971,100287.72549999971
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,1932819.5975,,,1.0,1932819.5975,-86939.80749999988,86939.80749999988
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,1881846.908,,,1.0,1881846.908,-100129.19800000009,100129.19800000009
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,1819052.1745,,,1.0,1819052.1745,-14806.014500000048,14806.014500000048
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,1802606.247,,,1.0,1802606.247,189303.733,189303.733
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,1894698.8025,,,1.0,1894698.8025,902.2475000000559,902.2475000000559
